Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Spencer Ezewiro,LAMAR,0.254,0.308,40.8,15.4,20.8,18,7.3,18.4,2.1,2.1,9.7,-0.6,0.7,82.5,98.5,-16.1,20.8,6.5,20,5.7,0.5,0.2,0.7,0.308,0,0,0,0.1,0.5,0.1,0.8,1,1.7,0.3,0.2,0.1,0.2,1.1,1.50,71.4,0.0,17.0,6-9,F,Jr,SLC,25-26,26,FORWARD,USA,Lamar,NCAA,-,Low-Major
Jaydon Young,UNC,0.431,0.408,133.3,2.8,11.4,7.3,7.8,11.1,1.3,1.3,15.9,-0.3,0.9,93.8,105.2,-11.4,29.3,6.5,31,7.4,1.8,0.6,1.9,0.3,0.4,1.5,0.283,0.2,0.3,0.75,0.2,0.7,0.9,0.4,0.2,0.1,0.3,0.7,1.33,15.8,78.9,50.6,6-4,GF,Jr,ACC,25-26,26,WING,USA,North Carolina,NCAA,-,Power 5
Esyah Pippa-White,UWM,0.396,0.353,108.9,1.2,11.4,6,19.6,15.3,1.2,0.2,17.3,2.7,1,91.4,117.7,-26.3,81.6,6.5,32,18.5,4.4,1.3,4.6,0.281,0.7,2.8,0.239,1.2,2,0.569,0.2,1.6,1.8,2.3,0.4,0,1,1.4,2.30,43.5,60.9,53.0,6-2,G,Jr,Horizon,25-26,26,GUARD,USA,Milwaukee,NCAA,-,Low-Major
Logan Epes,MZZST,0.44,0.44,97.1,4.4,9.9,7.2,5,18.6,2.6,1,9.5,-1.5,1.1,90.8,103.6,-12.7,26.3,6.5,21,9.6,1.3,0.5,1.2,0.4,0.1,0.6,0.154,0.2,0.6,0.417,0.3,0.8,1.1,0.3,0.4,0.1,0.3,0.6,1.00,50.0,50.0,38.9,6-3,G,Sr,C-USA,25-26,26,GUARD,USA,Missouri State,NCAA,-,Mid-Major
Elijah Espinosa,MSMU,0.416,0.375,83,7.6,16.4,12.1,15.5,31.2,0.9,6.1,14.9,-3.1,1.4,81.9,105.1,-23.2,11.6,6.5,14,4.7,0.8,0.2,0.6,0.375,0,0,0,0.4,0.8,0.455,0.3,0.6,0.9,0.4,0.1,0.2,0.4,0.6,1.00,133.3,0.0,32.4,6-9,G,Fr,MAAC,25-26,26,GUARD,USA,Mount St. Mary's,NCAA,7/5/2006,Low-Major
Mike Price,CSUB,0.457,0.439,139.1,0.8,6.3,3.5,8.7,14.1,1.9,0.4,21.4,-3.3,1,88.7,116,-27.3,38.4,6.5,31,18.2,6.5,2.4,6.6,0.364,1,3.1,0.323,0.6,0.9,0.704,0.1,1,1.1,0.8,0.6,0.1,1.2,2.2,0.67,13.6,47.0,55.0,6-3,G,Fr,BWC,25-26,26,GUARD,USA,Cal State Bakersfield,NCAA,-,Mid-Major
Caleb Steger,BOS,0.484,0.457,130.7,1.6,9.3,5.4,3.4,12.6,1,0.6,17.7,-3.2,1.1,93.1,107.9,-14.8,30.5,6.5,31,11.4,3.3,1,3,0.333,0.7,2.4,0.307,0.5,0.8,0.667,0.2,0.9,1,0.2,0.2,0.1,0.5,1,0.40,26.7,80.0,58.0,6-5,F,Fr,ACC,25-26,26,FORWARD,USA,Boston College,NCAA,-,Power 5
Jaden Schertz,STLOU,0.449,0.429,92.9,4.1,14.5,10.2,3.7,18.3,1.6,0,15.1,-3.7,1.1,89.8,87.2,2.6,5,6.5,12,2.9,0.7,0.3,0.6,0.429,0,0.1,0,0.2,0.3,0.5,0.1,0.4,0.5,0.1,0.1,0,0.2,0.2,0.50,50.0,16.7,28.7,5-11,G,Jr,A-10,25-26,26,GUARD,USA,Saint Louis,NCAA,-,High-Major
Pero Zubac,MER,0.533,0.714,71.4,8.3,8.2,8.3,8.3,24.2,1.4,0,14.9,-4.2,1.4,91.5,93.3,-1.8,3.6,6.5,7,5.1,1.4,0.7,1,0.714,0,0,0,0,0.7,0,0.4,0.4,0.9,0.3,0.1,0,0.4,1.3,0.75,70.0,0.0,25.7,6-10,C,Fr,SoCon,25-26,26,BIG,BOS,Mercer,NCAA,2/7/2005,Low-Major
Landyn Jumawan,NSU,0.44,0.396,132.6,2.5,11,6.7,8,10.9,1.9,0,15.7,-0.5,1,92.6,112.5,-19.9,61.9,6.5,30,20.1,4.6,1.3,4.6,0.281,1.1,3.9,0.274,0.9,1.2,0.771,0.4,1.6,2,0.8,0.6,0,0.6,2,1.33,26.1,84.8,64.8,6-4,G,Sr,SLC,25-26,26,GUARD,USA,Northwestern State,NCAA,-,Low-Major
Matt Reed,IONA,0.441,0.426,108.5,9.1,12.2,10.7,2.9,8.6,0.5,0,14.8,-1.4,1,99.6,107.1,-7.5,13.3,6.5,17,6.9,1.6,0.6,1.6,0.37,0.2,0.8,0.214,0.3,0.6,0.5,0.5,0.8,1.3,0.1,0.1,0,0.2,1.1,0.50,37.5,50.0,41.0,6-10,F,Jr,MAAC,25-26,26,FORWARD,USA,Iona,NCAA,-,Low-Major
Dylan Williams,PENN,0.398,0.406,95.8,3.7,10.4,6.9,32.7,27.1,0.9,0,21.7,0.6,0.9,82.7,112.1,-29.4,10,6.5,7,8.6,2.1,0.9,2.3,0.375,0.1,0.6,0.25,0.3,0.9,0.333,0.3,0.7,1,1.6,0.1,0,1,0.4,1.60,39.1,26.1,34.3,5-11,G,Sr,IVY,25-26,26,GUARD,USA,Pennsylvania,NCAA,-,Mid-Major
Jake Pike,LEHI,0.54,0.5,149.4,4.9,20.9,13.1,4.3,25.6,0,3,8.9,-2.7,1.2,95.5,107.1,-11.6,27.4,6.4,15,10.7,1.5,0.5,1.2,0.444,0.1,0.5,0.25,0.3,0.3,0.8,0.4,1.8,2.2,0.3,0,0.3,0.5,1,0.60,25.0,41.7,44.4,6-8,F,Jr,Patriot,25-26,26,FORWARD,USA,Lehigh,NCAA,-,Low-Major
Zach Bell,SUU,0.489,0.444,140.1,2.2,9.7,5.9,17.4,29.5,1.5,0.8,22.7,-7.2,1.1,80.8,116.7,-35.9,24.8,6.4,10,21,7,2.6,6.3,0.413,0.4,1.9,0.211,1.4,1.8,0.778,0.4,1.7,2.1,2.1,0.6,0.2,3,1.4,0.70,28.6,30.2,47.1,6-2,G,Jr,WAC,25-26,26,GUARD,USA,Southern Utah,NCAA,-,Mid-Major
Quan Lax,APSU,0.419,0.341,119.6,0.9,12.3,6.6,10.1,18.6,4.4,0,12.5,-0.5,1,87,93.7,-6.7,14.9,6.4,9,13.8,2.4,0.8,2.4,0.318,0.1,1.1,0.1,0.8,1,0.778,0.1,1.4,1.6,0.9,1.1,0,0.7,2.2,1.29,41.7,45.8,41.5,6-2,G,Sr,A-SUN,25-26,26,GUARD,USA,Austin Peay,NCAA,-,Low-Major
Jacob McFarland,U of H,0,0,0,14.7,32.1,23,0,0,6.6,0,8.3,0,0,58.7,67.4,-8.7,1.9,6.4,3,3,0,0,0.3,0,0,0,0,0,0.3,0,0.3,0.7,1,0,0.3,0,0,0.3,,100.0,0.0,10.0,6-11,C,So,B12,25-26,26,BIG,USA,Houston,NCAA,-,Power 5
Kam Clark,QUC,0.415,0.344,119.1,3.4,14.2,9,6.5,14.5,1.7,2.9,16,-1.9,1,89.7,114.3,-24.6,23.9,6.4,25,7.6,1.8,0.6,1.8,0.311,0.1,1,0.115,0.5,0.7,0.765,0.2,0.9,1.1,0.3,0.2,0.2,0.4,0.9,0.75,38.9,55.6,42.3,6-7,F,Jr,A-SUN,25-26,26,FORWARD,USA,Queens,NCAA,-,Low-Major
Blaize Sagna,SEMO,0.479,0.419,147.4,3.8,8.6,6.2,6.9,16.1,1.7,0.9,10.3,-0.6,1.1,102,103.8,-1.7,28,6.4,27,8.9,1.5,0.4,1.4,0.324,0.3,1,0.25,0.3,0.4,0.9,0.3,0.7,1,0.4,0.3,0.1,0.3,1,1.33,28.6,71.4,50.6,6-3,G,Sr,OVC,25-26,26,GUARD,GBR,Southeast Missouri State,NCAA,-,Low-Major
Delyle Williams,JKSN,0.384,0.335,113.4,5.7,10.4,8,14.8,24.2,2.6,1.4,14,-1.9,0.9,81,117.3,-36.2,78.8,6.4,30,17.7,3,0.9,3.2,0.278,0.4,1.4,0.256,0.8,1.3,0.6,0.9,1.5,2.4,1.3,0.8,0.2,1.2,1.3,1.08,40.6,43.8,43.5,6-3,G,Jr,SWC,25-26,26,GUARD,USA,Jackson State,NCAA,-,Low-Major
Isaiah Mbeng,ECAR,0.442,0.421,124.5,2,9.6,5.7,20.9,26.1,2.1,0.2,14.7,-0.2,1,85.8,112.3,-26.5,103.3,6.4,31,23.1,4.5,1.6,4.7,0.336,0.8,3.2,0.255,0.5,0.8,0.654,0.4,1.8,2.2,2.6,0.8,0,1.8,1.6,1.44,17.0,68.1,56.3,6-1,G,So,AAC,25-26,26,GUARD,USA,East Carolina,NCAA,-,High-Major
Samis Calderon,KU,0.339,0.333,66.7,3.8,16.3,10.5,9.2,31.1,1.7,6.6,10,-2,1,71.3,96.1,-24.8,12.8,6.4,15,4.4,0.4,0.1,0.4,0.333,0,0.2,0,0.1,0.4,0.333,0.1,0.7,0.8,0.3,0.1,0.3,0.3,0.3,1.00,100.0,50.0,33.7,6-8,GF,Fr,B12,25-26,26,WING,BRA,Kansas,NCAA,11/25/2004,Power 5
Isaiah Bronson,CSUS,0.513,0.5,100,4.7,5.3,5,8.2,20.4,0,5.3,10.3,-1.4,2,101.1,113.9,-12.8,2.8,6.4,6,3.5,0.7,0.2,0.3,0.5,0,0,0,0.3,0.7,0.5,0.2,0.2,0.3,0.2,0,0.2,0.2,0.3,1.00,233.3,0.0,46.3,6-2,PG,Fr,BSKY,25-26,26,GUARD,USA,Sacramento State,NCAA,-,Low-Major
Connor Essegian,UNL,0.414,0.409,107.6,2.5,7.7,5.2,10.1,9.8,1.1,0,25.4,-1,0.9,85.7,101.6,-15.9,10.8,6.4,8,12.3,4.8,1.8,5.5,0.318,1,3.9,0.258,0.3,0.5,0.5,0.3,0.9,1.1,0.8,0.3,0,0.6,0.8,1.33,9.1,70.9,57.0,6-4,SF,Sr,B10,25-26,26,WING,USA,Nebraska,NCAA,12/12/2003,Power 5
Alex McCray,TAMUC,0.472,0.412,139.3,3.4,11.4,7.4,21.8,33.8,1.8,0.5,13.9,-0.9,1.1,86.2,109.2,-23,36.4,6.4,21,10.1,1.8,0.6,1.6,0.353,0.2,0.9,0.222,0.4,0.5,0.818,0.3,1,1.2,1.3,0.3,0,1,0.7,1.30,31.3,56.3,46.3,6-1,G,Jr,SLC,25-26,26,GUARD,USA,Texas A&M-Commerce,NCAA,-,Low-Major
LaTrell Hoover,TXTCH,0.667,0.667,66.7,0,0,0,0,25,0,0,21,-10.1,1.3,87.2,115.2,-28,0.3,6.4,1,10,4,2,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.0,0.0,23.3,7-0,C,Fr,B12,25-26,26,BIG,USA,Texas Tech,NCAA,-,Power 5
Baasil Saunders,COPST,0.441,0.418,121.9,4.9,11.1,7.8,10.5,21,1.9,1.2,15.2,-3.1,1,83.5,117.9,-34.4,47.4,6.4,26,15.4,3.2,1.3,3.3,0.4,0.1,0.6,0.188,0.5,0.7,0.632,0.6,1.3,1.9,0.7,0.5,0.2,1,1.3,0.70,21.2,18.2,34.3,6-4,GF,Jr,MEAC,25-26,26,WING,USA,Coppin State,NCAA,-,Low-Major
Antwan Wilson,RIDER,0.395,0.352,128.5,4.1,11.5,7.6,10.9,14.1,1.3,2.6,18.7,-1.6,0.9,85,117.5,-32.5,32.5,6.4,26,12.1,3,1,3.4,0.307,0.3,1.3,0.229,0.6,0.8,0.75,0.4,1.1,1.5,0.7,0.3,0.3,0.6,1.4,1.17,23.5,38.2,41.6,6-5,G,Jr,MAAC,25-26,26,GUARD,USA,Rider,NCAA,-,Low-Major
Abdou Samb,TOWS,0.463,0.5,50,6.8,4.6,5.7,9.6,13.4,1.1,4.9,7.2,2,1,112.1,98.7,13.4,5.6,6.4,7,7.7,0.9,0.4,0.9,0.5,0,0,0,0,0.1,0,0.4,0.3,0.7,0.4,0.1,0.3,0.1,1.4,4.00,11.1,0.0,17.3,6-8,C,Sr,CAA,25-26,26,BIG,USA,Towson,NCAA,-,Mid-Major
"T.J. James, Jr.",CSUB,0.303,0.313,40.4,5.6,11.9,8.6,9.8,0,2.6,0,18.9,3,0.6,80.2,116.8,-36.6,5.6,6.3,10,4,1,0.4,1.6,0.25,0.2,1.3,0.154,0,0.1,0,0.2,0.4,0.6,0.2,0.2,0,0,0.2,,6.3,81.3,33.8,6-1,G,Fr,BWC,25-26,26,GUARD,USA,Cal State Bakersfield,NCAA,-,Mid-Major
Junior Sileu,WMY,0.8,0.8,80,2.1,17.9,9.8,3.1,16.7,0,0,5.4,-0.6,1.6,136.3,116.1,20.3,6.8,6.3,9,6.1,0.9,0.4,0.6,0.8,0,0,0,0,0,0,0.1,0.9,1,0.1,0,0,0.1,1,1.00,0.0,0.0,28.0,6-10,C,Fr,MAC,25-26,26,BIG,USA,Western Michigan,NCAA,-,Mid-Major
Jack Turner,ORU,0.513,0.49,156.5,2.2,10.2,6.1,14.6,22.9,0.8,0,18.7,-3.8,1.1,90.9,115.8,-24.9,57.6,6.3,24,23,6.8,2.4,6.2,0.389,1.3,3.8,0.333,0.7,0.8,0.842,0.4,1.8,2.3,1.6,0.3,0,2,2.4,0.80,12.9,61.3,64.2,6-3,G,So,Summit,25-26,26,GUARD,USA,Oral Roberts,NCAA,-,Low-Major
"Eltramon Smith, Jr.",SFA,0.393,0.408,49.9,4.5,18.3,11.5,12.2,13.2,0.5,2.9,20.4,-0.6,0.8,89,95.7,-6.7,14.1,6.3,16,7,1.9,0.9,2.4,0.368,0.2,1.4,0.13,0,0.2,0,0.3,1.1,1.3,0.5,0.1,0.2,0.4,1.3,1.25,8.3,58.3,33.6,6-7,F,So,SLC,25-26,26,FORWARD,USA,Stephen F. Austin,NCAA,-,Low-Major
Miles Daniels,CALBU,0.471,0.467,122.6,2.3,14.8,8.6,9.2,22,1.3,1.4,15.8,-3.6,1.1,88.1,97.5,-9.4,25.6,6.3,21,10.5,2.4,0.9,2.2,0.391,0.3,0.9,0.368,0.3,0.7,0.467,0.2,1.3,1.5,0.5,0.2,0.1,0.7,1.2,0.71,31.8,40.9,44.2,6-2,G,Sr,WAC,25-26,26,GUARD,USA,Cal Baptist,NCAA,-,Mid-Major
Justin Taylor,JMU,0.51,0.455,160.2,2.7,6.9,4.9,4.7,14.5,1.7,1.6,7.8,-0.3,1.6,109.2,112.6,-3.3,15,6.3,18,7.7,1,0.2,0.6,0.364,0.1,0.2,0.667,0.4,0.8,0.571,0.2,0.4,0.6,0.2,0.2,0.1,0.2,0.6,1.00,133.3,33.3,59.6,6-6,G,Sr,Sun Belt,25-26,26,GUARD,USA,James Madison,NCAA,-,Mid-Major
Peteris Pinnis,PROV,0.52,0.538,87.2,7,25.2,17,2,35.7,2.1,2.6,14.4,-9.2,1.2,76.3,101.7,-25.4,12.6,6.3,18,4.2,0.8,0.4,0.7,0.538,0,0,0,0.1,0.2,0.333,0.2,1,1.2,0.1,0.2,0.1,0.4,0.8,0.25,28.6,0.0,24.4,7-1,C,Fr,Big East,25-26,26,BIG,LAT,Providence,NCAA,8/17/2004,Power 5
Marcus Jackson,SIENA,0.179,0.167,36.7,16.5,22.3,19.5,15.9,10.7,1.4,0,11.5,4.2,0.5,80.4,91,-10.6,8.9,6.3,6,7.2,0.5,0.2,1,0.167,0,0.7,0,0.2,0.8,0.2,0.8,1.2,2,0.7,0.2,0,0.2,0.7,3.50,80.0,70.0,30.3,6-2,G,Sr,MAAC,25-26,26,GUARD,USA,Siena,NCAA,-,Low-Major
Japhet Moupadele,SJSU,0.449,0.446,107.4,5.6,12.9,9,10.6,18.6,1.6,3.1,17.1,-2.4,1,90.7,118.6,-27.9,24.1,6.3,23,11.6,2.7,1.1,2.8,0.385,0.3,1.5,0.235,0.2,0.5,0.455,0.5,1,1.6,0.7,0.3,0.3,0.7,2.5,1.00,17.9,53.6,43.5,6-8,F,Fr,MWC,25-26,26,FORWARD,FRA,San Jose State,NCAA,12/11/2006,High-Major
Max Majerle,NDSU,0.385,0.31,141.1,5.2,16.7,10.8,13.7,23,1.8,0,15.6,-1,0.9,86.5,100.6,-14.1,15.4,6.3,17,5.8,1.1,0.4,1.2,0.286,0.1,0.5,0.125,0.3,0.3,1,0.2,0.7,0.9,0.5,0.2,0,0.4,0.4,1.25,25.0,41.7,37.9,6-4,G,Jr,Summit,25-26,26,GUARD,USA,North Dakota State,NCAA,-,Low-Major
"Damon Howard, Jr.",TNST,0.349,0.302,125.6,0.8,10.4,5.6,16.5,12.9,2.6,0,17.1,2.8,0.8,88.4,100.5,-12.2,19.6,6.3,20,7.5,1.7,0.6,2.2,0.256,0.2,0.9,0.222,0.4,0.5,0.778,0.1,0.7,0.7,0.9,0.4,0,0.4,0.6,2.25,22.7,40.9,38.5,6-1,G,Fr,OVC,25-26,26,GUARD,USA,Tennessee State,NCAA,-,Low-Major
Daniel Zatsepin,CHIST,0.373,0.352,133.3,8.9,13.7,11.2,1.7,16.3,4.2,0,9.1,-2.3,0.9,86.2,112.4,-26.3,23.5,6.2,25,8.6,0.9,0.4,1.1,0.333,0,0.1,0.5,0.2,0.3,0.5,0.6,0.8,1.4,0.1,0.6,0,0.2,1.4,0.50,27.3,9.1,35.1,6-4,PG,Jr,NEC,25-26,26,GUARD,RUS,Chicago State,NCAA,3/9/2005,Low-Major
Alfredo Addesa,LEHI,0.446,0.417,138,7.3,16.4,12,7.9,22.7,1.8,2,19.2,-5.4,1,82.7,106.1,-23.4,31.5,6.2,32,8.1,2,0.7,2.1,0.348,0.3,1,0.281,0.3,0.4,0.75,0.4,1.1,1.5,0.3,0.3,0.2,0.7,1.3,0.43,19.0,47.6,44.2,6-10,C,So,Patriot,25-26,26,BIG,ITA,Lehigh,NCAA,-,Low-Major
Alex Massung,PENN,0.423,0.308,100.8,4,9.5,6.5,16,22,1,0,20.4,-3,1.2,86,113.2,-27.2,6.5,6.2,9,5.9,1.7,0.4,1.4,0.308,0,0,0,0.8,1.1,0.7,0.2,0.4,0.7,0.6,0.1,0,0.6,0.2,1.00,78.6,0.0,29.7,6-4,F,So,IVY,25-26,26,FORWARD,USA,Pennsylvania,NCAA,-,Mid-Major
Andrew Austin,EIU,0.438,0.417,116.6,2.2,5.9,4.1,15.3,18.5,2.2,1.8,16,-0.1,1,88.3,107.7,-19.4,25.6,6.2,24,11.4,2.4,0.8,2.5,0.333,0.4,1.9,0.217,0.3,0.5,0.615,0.2,0.6,0.8,0.9,0.4,0.2,0.6,1.6,1.50,20.0,76.0,49.8,6-7,F,So,OVC,25-26,26,FORWARD,USA,Eastern Illinois,NCAA,-,Low-Major
Nick Richart,CHAR,0.513,0.75,100,7.4,19,13.5,6.5,33.9,0.8,3.8,4.2,0,2,108.4,111.9,-3.5,24.3,6.2,22,6.9,0.4,0.1,0.2,0.75,0,0,0,0.1,0.4,0.25,0.4,1,1.4,0.3,0.1,0.2,0.2,1.1,1.50,200.0,0.0,40.5,6-10,C,So,AAC,25-26,26,BIG,USA,Charlotte,NCAA,-,High-Major
"Rickey Mitchell, Jr.",BTHCK,0.413,0.394,127,3.6,9.6,6.5,15.5,17.6,1.6,1.3,18.2,-0.7,0.9,84.8,120.5,-35.7,29.1,6.2,14,16.7,4.1,1.4,4.7,0.303,0.9,2.9,0.3,0.4,0.6,0.667,0.5,1.3,1.8,1.4,0.5,0.2,1.1,1.6,1.27,12.8,61.7,53.7,6-4,G,Jr,SWC,25-26,26,GUARD,USA,Bethune-Cookman,NCAA,-,Low-Major
Simon Wheeler,JAC,0.46,0.5,65.5,3.9,7.1,5.3,36.3,43,2.8,2,16.8,-0.5,1,81.8,108.6,-26.8,9.3,6.2,8,7.6,1.4,0.6,1.4,0.455,0.1,0.6,0.2,0,0.3,0,0.3,0.4,0.6,1.6,0.4,0.1,1.1,1.3,1.45,21.4,42.9,32.7,5-10,G,Sr,A-SUN,25-26,26,GUARD,USA,Jacksonville,NCAA,-,Low-Major
Bryson Calamese,ALCST,0.438,0.387,136.3,2.5,7.6,4.9,21.2,23.5,2.7,0.6,21.2,-2.6,1,82.8,115.5,-32.7,29.8,6.2,31,11,3,1,3,0.344,0.3,0.9,0.286,0.7,1,0.733,0.2,0.6,0.8,1.2,0.5,0.1,1.1,1.6,1.09,33.3,30.0,42.1,6-1,G,Jr,SWC,25-26,26,GUARD,USA,Alcorn State,NCAA,-,Low-Major
Quinn Peters,MONM,0.309,0,50,6.8,7.4,7.1,0,0,0,7.1,14.2,0,1.5,86.7,106.6,-19.9,2,6.2,9,1.9,0.3,0,0.2,0,0,0,0,0.3,0.7,0.5,0.1,0.1,0.2,0,0,0.1,0,0,,350.0,0.0,50.8,6-6,F,Jr,CAA,25-26,26,FORWARD,USA,Monmouth,NCAA,-,Mid-Major
Denzel Hines,UCR,0.365,0.3,130,6.5,25.3,16.4,8.9,35.4,2.9,1.5,14.6,-6.9,0.8,65.9,99.2,-33.3,12,6.1,6,9.5,1.3,0.5,1.7,0.3,0,0.7,0,0.3,0.3,1,0.5,2.2,2.7,0.5,0.5,0.2,1,0.5,0.50,17.6,41.2,34.2,6-7,F,Jr,BWC,25-26,26,FORWARD,USA,UC Riverside,NCAA,-,Mid-Major
Will Aljancic,HC,0.45,0.462,98.4,8.9,12.4,10.6,5,20.6,0.6,0.5,19.3,-6,1,83.5,112.4,-28.9,20.8,6.1,17,11.9,3.1,1.4,3.1,0.434,0.2,0.7,0.25,0.2,0.6,0.3,0.8,1.1,1.9,0.3,0.1,0.1,0.9,1.1,0.33,19.4,22.6,33.8,6-6,F,Jr,Patriot,25-26,26,FORWARD,USA,Holy Cross,NCAA,-,Low-Major
Reid Celestin,QUC,0.217,0.2,45,28.6,3.1,15.7,10.4,30.3,1.3,0,11.9,-2.4,0.6,94.2,121.8,-27.5,7.5,6.1,15,2.7,0.2,0.1,0.3,0.2,0,0.1,0,0.1,0.3,0.25,0.6,0.1,0.7,0.2,0.1,0,0.2,0.1,1.00,100.0,33.3,25.6,6-6,G,Jr,A-SUN,25-26,26,GUARD,USA,Queens,NCAA,-,Low-Major
Toby Onyekonwu,SB,0.444,0.41,132.7,0,8.6,4.1,14.1,21.4,3.7,0,17,-2.1,1,82.6,104.8,-22.2,19.9,6.1,21,10.3,2.3,0.8,2.4,0.34,0.3,1.3,0.259,0.4,0.5,0.727,0,0.8,0.8,0.8,0.6,0,0.7,1.3,1.14,20.8,54.2,46.0,6-2,G,Sr,CAA,25-26,26,GUARD,USA,Stony Brook,NCAA,-,Mid-Major
Davi Remagen,GT,0.355,0.318,89,2.1,11.2,6.8,10.9,19.2,4.7,1.1,13.3,-0.6,0.8,76.8,99.9,-23,14.1,6.1,12,9.8,1.5,0.6,1.8,0.318,0,0.5,0,0.3,0.6,0.571,0.2,0.9,1.1,0.7,0.8,0.1,0.5,1.3,1.40,33.3,27.8,28.1,6-3,G,Fr,ACC,25-26,26,GUARD,GER,Georgia Tech,NCAA,7/9/2007,Power 5
Mike Collins,LA,0.304,0.25,94.5,4.4,6.6,5.5,20.9,12.7,2.5,0.8,14.9,3.9,0.7,82.8,111.6,-28.8,34.1,6.1,31,9.3,1.4,0.5,1.9,0.233,0.1,0.8,0.08,0.4,0.6,0.632,0.3,0.4,0.7,1,0.4,0.1,0.3,0.7,3.33,31.6,42.1,32.4,6-1,G,Fr,Sun Belt,25-26,26,GUARD,USA,Louisiana,NCAA,-,Mid-Major
Luka Tarlac,POLY,0.485,0.467,114.8,4.1,10.4,7.3,25,32.7,1.2,0.6,14.4,-0.7,1.2,91.8,118.3,-26.6,26.9,6.1,12,15.1,3,1.1,2.5,0.433,0.2,0.9,0.182,0.7,1.3,0.533,0.5,1.3,1.8,2.1,0.3,0.1,1.5,1.8,1.40,52.0,36.0,42.0,6-7,SF,Sr,BWC,25-26,26,WING,SRB,Cal Poly,NCAA,11/20/2002,Mid-Major
Manok Lual,MORST,0.5,0.5,115.5,5.9,8.3,7.1,2.4,21.7,1.5,2.1,15,-5.6,1.3,88.8,110.6,-21.8,13.1,6.1,20,7.6,1.8,0.7,1.4,0.481,0.1,0.3,0.2,0.5,1,0.474,0.4,0.5,0.9,0.1,0.2,0.2,0.5,0.9,0.20,71.4,21.4,39.1,6-9,F,Jr,MEAC,25-26,26,FORWARD,USA,Morgan State,NCAA,-,Low-Major
Niklas Polonowski,PENN,0.432,0.385,123.9,2.8,8.2,5.4,5.5,3.1,0.5,0,13,1.3,1,105.5,110.2,-4.7,12.9,6.1,21,5.8,1.3,0.3,1.2,0.269,0.3,0.9,0.333,0.3,0.5,0.636,0.1,0.4,0.5,0.2,0,0,0,0.3,,41.7,75.0,49.7,6-6,G,Jr,IVY,25-26,26,GUARD,USA,Pennsylvania,NCAA,1/11/2005,Mid-Major
Davis White,CSFUL,0.502,0.488,129.7,3.7,12.1,7.7,4.7,15.8,1.3,0.7,13.6,-2.4,1.1,94.9,111.8,-16.9,44.3,6.1,28,13.2,3.3,1.1,3,0.357,0.8,2.6,0.297,0.3,0.5,0.643,0.4,1.3,1.7,0.4,0.3,0.1,0.6,1.6,0.67,16.7,86.7,59.1,6-5,F,Jr,BWC,25-26,26,FORWARD,USA,Cal State Fullerton,NCAA,-,Mid-Major
Isaiah Wilson,WIN,0.404,0.353,112.4,1.2,7.2,4.1,20.9,23.3,2.8,0.9,13.9,1.6,1,89.5,104.4,-14.9,85.5,6.1,34,20,3.7,1.2,3.8,0.318,0.3,1.5,0.176,1,1.6,0.63,0.2,1.2,1.4,2.6,1,0.1,1.4,2.5,1.86,42.1,39.5,42.5,6-1,G,Sr,BSC,25-26,26,GUARD,USA,Winthrop,NCAA,10/22/2000,Low-Major
Alex Dupre,PORTL,0.445,0.375,142.6,3.9,9.7,6.8,6.7,10.9,0.6,2.4,12.9,-0.1,1,100.1,105.6,-5.5,50.1,6.1,30,15.4,3.2,0.9,3.1,0.293,0.5,1.7,0.294,0.9,1,0.839,0.5,1.2,1.6,0.6,0.2,0.3,0.4,1.6,1.50,32.3,54.8,51.3,6-5,G,Fr,BSKY,25-26,26,GUARD,USA,Portland State,NCAA,-,Low-Major
Colin Ayers,TNTCH,0.5,0.5,83.3,12.6,0,5.6,12.5,25,0,0,18.1,-3.2,1,108,101.8,6.2,1.3,6.1,3,3.2,1,0.3,1,0.333,0.3,0.7,0.5,0,0,0,0.3,0,0.3,0.3,0,0,0.3,0.3,1.00,0.0,70.0,44.0,6-0,G,Fr,OVC,25-26,26,GUARD,USA,Tennessee Tech,NCAA,-,Low-Major
C.J. Jones,KSU,0.402,0.371,137.6,2.5,10.1,6.3,11.4,14.6,1.8,1,14.6,0.5,0.9,88.4,113.1,-24.8,72,6.1,31,17.4,3.6,1.3,4.3,0.311,0.5,2.2,0.232,0.5,0.6,0.833,0.4,1.5,1.8,1.3,0.6,0.2,0.8,1.2,1.63,14.0,51.2,48.3,6-5,SG,Sr,B12,25-26,26,GUARD,USA,Kansas State,NCAA,10/3/2003,Power 5
